transaction_id,user_id,product_id,store,event_type,event_date,amount_tracked,related_transaction_id
t_0002063,u_000949,annual_pro,play_store,trial_start,2025-11-24,0.0,
c_0002063,u_000949,annual_pro,play_store,trial_cancel,2025-12-01,0.0,t_0002063
t_0002064,u_000950,monthly_pro,app_store,trial_start,2025-12-12,0.0,
c_0002064,u_000950,monthly_pro,app_store,trial_cancel,2025-12-12,0.0,t_0002064
t_0002065,u_000951,monthly_basic,app_store,trial_start,2025-01-28,0.0,
c_0002065,u_000951,monthly_basic,app_store,trial_cancel,2025-02-04,0.0,t_0002065
t_0002066,u_000952,monthly_pro,app_store,trial_start,2024-02-16,0.0,
c_0002066,u_000952,monthly_pro,app_store,trial_cancel,2024-02-23,0.0,t_0002066
t_0002067,u_000953,monthly_basic,app_store,trial_start,2025-09-04,0.0,
c_0002067,u_000953,monthly_basic,app_store,trial_cancel,2025-09-11,0.0,t_0002067
t_0002068,u_000954,annual_pro,play_store,trial_start,2024-12-16,0.0,
c_0002068,u_000954,annual_pro,play_store,trial_cancel,2024-12-23,0.0,t_0002068
t_0002069,u_000955,annual_basic,stripe,trial_start,2024-06-17,0.0,
c_0002069,u_000955,annual_basic,stripe,trial_cancel,2024-06-24,0.0,t_0002069
t_0002070,u_000956,monthly_pro,play_store,trial_start,2024-01-21,0.0,
p_0002071,u_000956,monthly_pro,play_store,trial_convert,2024-01-28,19.99,t_0002070
p_0002072,u_000956,monthly_pro,play_store,renewal,2024-02-27,19.99,
p_0002073,u_000956,monthly_pro,play_store,renewal,2024-03-28,19.99,
p_0002074,u_000956,monthly_pro,play_store,renewal,2024-04-27,19.99,
p_0002075,u_000956,monthly_pro,play_store,renewal,2024-05-27,19.99,
p_0002076,u_000956,monthly_pro,play_store,renewal,2024-06-26,19.99,
p_0002077,u_000956,monthly_pro,play_store,renewal,2024-07-26,19.99,
p_0002078,u_000956,monthly_pro,play_store,renewal,2024-08-25,19.99,
p_0002079,u_000956,monthly_pro,play_store,renewal,2024-09-24,19.99,
ch_0002079,u_000956,monthly_pro,play_store,churn,2024-10-23,0.0,p_0002079
t_0002080,u_000957,annual_pro,play_store,trial_start,2024-08-04,0.0,
c_0002080,u_000957,annual_pro,play_store,trial_cancel,2024-08-11,0.0,t_0002080
t_0002081,u_000958,annual_basic,play_store,trial_start,2024-05-08,0.0,
c_0002081,u_000958,annual_basic,play_store,trial_cancel,2024-05-15,0.0,t_0002081
t_0002082,u_000959,monthly_basic,app_store,trial_start,2025-01-19,0.0,
c_0002082,u_000959,monthly_basic,app_store,trial_cancel,2025-01-26,0.0,t_0002082
t_0002083,u_000960,monthly_pro,stripe,trial_start,2025-09-30,0.0,
c_0002083,u_000960,monthly_pro,stripe,trial_cancel,2025-09-30,0.0,t_0002083
t_0002084,u_000961,monthly_pro,app_store,trial_start,2025-10-31,0.0,
c_0002084,u_000961,monthly_pro,app_store,trial_cancel,2025-11-07,0.0,t_0002084
t_0002085,u_000962,annual_pro,app_store,trial_start,2025-03-02,0.0,
c_0002085,u_000962,annual_pro,app_store,trial_cancel,2025-03-02,0.0,t_0002085
t_0002086,u_000963,monthly_pro,app_store,trial_start,2025-05-01,0.0,
c_0002086,u_000963,monthly_pro,app_store,trial_cancel,2025-05-08,0.0,t_0002086
t_0002087,u_000964,monthly_basic,app_store,trial_start,2024-11-04,0.0,
c_0002087,u_000964,monthly_basic,app_store,trial_cancel,2024-11-11,0.0,t_0002087
t_0002088,u_000965,monthly_pro,play_store,trial_start,2024-10-03,0.0,
c_0002088,u_000965,monthly_pro,play_store,trial_cancel,2024-10-10,0.0,t_0002088
t_0002089,u_000966,annual_basic,play_store,trial_start,2024-04-18,0.0,
c_0002089,u_000966,annual_basic,play_store,trial_cancel,2024-04-25,0.0,t_0002089
t_0002090,u_000967,monthly_pro,play_store,trial_start,2024-04-28,0.0,
c_0002090,u_000967,monthly_pro,play_store,trial_cancel,2024-05-05,0.0,t_0002090
t_0002091,u_000968,annual_pro,stripe,trial_start,2024-07-25,0.0,
c_0002091,u_000968,annual_pro,stripe,trial_cancel,2024-08-01,0.0,t_0002091
t_0002092,u_000969,monthly_pro,app_store,trial_start,2025-01-02,0.0,
c_0002092,u_000969,monthly_pro,app_store,trial_cancel,2025-01-02,0.0,t_0002092
t_0002093,u_000970,annual_basic,app_store,trial_start,2025-07-17,0.0,
p_0002094,u_000970,annual_basic,app_store,trial_convert,2025-07-24,89.99,t_0002093
t_0002095,u_000971,annual_pro,app_store,trial_start,2024-12-06,0.0,
c_0002095,u_000971,annual_pro,app_store,trial_cancel,2024-12-13,0.0,t_0002095
t_0002096,u_000972,annual_basic,play_store,trial_start,2024-04-23,0.0,
c_0002096,u_000972,annual_basic,play_store,trial_cancel,2024-04-30,0.0,t_0002096
t_0002097,u_000973,annual_pro,app_store,trial_start,2024-04-04,0.0,
c_0002097,u_000973,annual_pro,app_store,trial_cancel,2024-04-11,0.0,t_0002097
t_0002098,u_000974,annual_basic,play_store,trial_start,2024-09-19,0.0,
c_0002098,u_000974,annual_basic,play_store,trial_cancel,2024-09-26,0.0,t_0002098
t_0002099,u_000975,monthly_pro,app_store,trial_start,2024-09-27,0.0,
c_0002099,u_000975,monthly_pro,app_store,trial_cancel,2024-10-04,0.0,t_0002099
t_0002100,u_000976,monthly_basic,app_store,trial_start,2024-02-12,0.0,
c_0002100,u_000976,monthly_basic,app_store,trial_cancel,2024-02-12,0.0,t_0002100
t_0002101,u_000977,monthly_pro,app_store,trial_start,2025-03-13,0.0,
c_0002101,u_000977,monthly_pro,app_store,trial_cancel,2025-03-20,0.0,t_0002101
t_0002102,u_000978,annual_basic,play_store,trial_start,2024-01-11,0.0,
c_0002102,u_000978,annual_basic,play_store,trial_cancel,2024-01-18,0.0,t_0002102
t_0002103,u_000979,annual_basic,app_store,trial_start,2024-12-03,0.0,
c_0002103,u_000979,annual_basic,app_store,trial_cancel,2024-12-10,0.0,t_0002103
t_0002104,u_000980,monthly_basic,app_store,trial_start,2024-10-02,0.0,
c_0002104,u_000980,monthly_basic,app_store,trial_cancel,2024-10-09,0.0,t_0002104
t_0002105,u_000981,monthly_pro,app_store,trial_start,2024-07-08,0.0,
c_0002105,u_000981,monthly_pro,app_store,trial_cancel,2024-07-15,0.0,t_0002105
t_0002106,u_000982,annual_basic,play_store,trial_start,2024-10-06,0.0,
p_0002107,u_000982,annual_basic,play_store,trial_convert,2024-10-13,89.99,t_0002106
p_0002108,u_000982,annual_basic,play_store,renewal,2025-10-13,89.99,
t_0002109,u_000983,annual_basic,play_store,trial_start,2025-03-07,0.0,
c_0002109,u_000983,annual_basic,play_store,trial_cancel,2025-03-14,0.0,t_0002109
t_0002110,u_000984,monthly_pro,app_store,trial_start,2024-05-17,0.0,
c_0002110,u_000984,monthly_pro,app_store,trial_cancel,2024-05-24,0.0,t_0002110
t_0002111,u_000985,monthly_basic,play_store,trial_start,2024-04-17,0.0,
c_0002111,u_000985,monthly_basic,play_store,trial_cancel,2024-04-24,0.0,t_0002111
t_0002112,u_000986,annual_pro,play_store,trial_start,2025-11-26,0.0,
p_0002113,u_000986,annual_pro,play_store,trial_convert,2025-12-03,179.99,t_0002112
t_0002114,u_000987,annual_basic,play_store,trial_start,2025-09-19,0.0,
c_0002114,u_000987,annual_basic,play_store,trial_cancel,2025-09-26,0.0,t_0002114
t_0002115,u_000988,monthly_basic,app_store,trial_start,2025-05-10,0.0,
p_0002116,u_000988,monthly_basic,app_store,trial_convert,2025-05-17,9.99,t_0002115
p_0002117,u_000988,monthly_basic,app_store,renewal,2025-06-16,9.99,
p_0002118,u_000988,monthly_basic,app_store,renewal,2025-07-16,9.99,
p_0002119,u_000988,monthly_basic,app_store,renewal,2025-08-15,9.99,
p_0002120,u_000988,monthly_basic,app_store,renewal,2025-09-14,9.99,
p_0002121,u_000988,monthly_basic,app_store,renewal,2025-10-14,9.99,
p_0002122,u_000988,monthly_basic,app_store,renewal,2025-11-13,9.99,
r_0002122,u_000988,monthly_basic,app_store,refund,2025-12-02,-9.99,p_0002122
t_0002123,u_000989,monthly_pro,app_store,trial_start,2025-03-28,0.0,
p_0002124,u_000989,monthly_pro,app_store,trial_convert,2025-04-04,19.99,t_0002123
p_0002125,u_000989,monthly_pro,app_store,renewal,2025-05-04,19.99,
r_0002125,u_000989,monthly_pro,app_store,refund,2025-05-13,-19.99,p_0002125
t_0002126,u_000990,annual_pro,play_store,trial_start,2024-01-15,0.0,
p_0002127,u_000990,annual_pro,play_store,trial_convert,2024-01-22,179.99,t_0002126
p_0002128,u_000990,annual_pro,play_store,renewal,2025-01-21,179.99,
t_0002129,u_000991,monthly_pro,stripe,trial_start,2025-08-03,0.0,
p_0002130,u_000991,monthly_pro,stripe,trial_convert,2025-08-10,19.99,t_0002129
p_0002131,u_000991,monthly_pro,stripe,renewal,2025-09-09,19.99,
p_0002132,u_000991,monthly_pro,stripe,renewal,2025-10-09,19.99,
p_0002133,u_000991,monthly_pro,stripe,renewal,2025-11-08,19.99,
p_0002134,u_000991,monthly_pro,stripe,renewal,2025-12-08,19.99,
t_0002135,u_000992,annual_basic,play_store,trial_start,2025-06-15,0.0,
c_0002135,u_000992,annual_basic,play_store,trial_cancel,2025-06-22,0.0,t_0002135
t_0002136,u_000993,annual_basic,app_store,trial_start,2025-03-20,0.0,
c_0002136,u_000993,annual_basic,app_store,trial_cancel,2025-03-27,0.0,t_0002136
t_0002137,u_000994,monthly_basic,app_store,trial_start,2025-11-10,0.0,
c_0002137,u_000994,monthly_basic,app_store,trial_cancel,2025-11-10,0.0,t_0002137
t_0002138,u_000995,annual_pro,play_store,trial_start,2025-09-19,0.0,
p_0002139,u_000995,annual_pro,play_store,trial_convert,2025-09-26,179.99,t_0002138
t_0002140,u_000996,annual_basic,stripe,trial_start,2025-06-03,0.0,
c_0002140,u_000996,annual_basic,stripe,trial_cancel,2025-06-10,0.0,t_0002140
t_0002141,u_000997,annual_pro,app_store,trial_start,2024-03-17,0.0,
p_0002142,u_000997,annual_pro,app_store,trial_convert,2024-03-24,179.99,t_0002141
p_0002143,u_000997,annual_pro,app_store,renewal,2025-03-24,179.99,
t_0002144,u_000998,monthly_basic,app_store,trial_start,2024-10-12,0.0,
c_0002144,u_000998,monthly_basic,app_store,trial_cancel,2024-10-19,0.0,t_0002144
t_0002145,u_000999,annual_pro,app_store,trial_start,2025-02-16,0.0,
p_0002146,u_000999,annual_pro,app_store,trial_convert,2025-02-23,179.99,t_0002145
t_0002147,u_001000,monthly_basic,stripe,trial_start,2025-08-10,0.0,
p_0002148,u_001000,monthly_basic,stripe,trial_convert,2025-08-17,9.99,t_0002147
p_0002149,u_001000,monthly_basic,stripe,renewal,2025-09-16,9.99,
p_0002150,u_001000,monthly_basic,stripe,renewal,2025-10-16,9.99,
ch_0002150,u_001000,monthly_basic,stripe,churn,2025-11-14,0.0,p_0002150
t_0002151,u_001001,annual_pro,play_store,trial_start,2024-11-19,0.0,
c_0002151,u_001001,annual_pro,play_store,trial_cancel,2024-11-26,0.0,t_0002151
t_0002152,u_001002,annual_pro,app_store,trial_start,2024-04-16,0.0,
c_0002152,u_001002,annual_pro,app_store,trial_cancel,2024-04-23,0.0,t_0002152
t_0002153,u_001003,annual_basic,play_store,trial_start,2024-01-01,0.0,
p_0002154,u_001003,annual_basic,play_store,trial_convert,2024-01-08,89.99,t_0002153
p_0002155,u_001003,annual_basic,play_store,renewal,2025-01-07,89.99,
t_0002156,u_001004,monthly_basic,play_store,trial_start,2025-10-14,0.0,
c_0002156,u_001004,monthly_basic,play_store,trial_cancel,2025-10-21,0.0,t_0002156
t_0002157,u_001005,monthly_pro,stripe,trial_start,2025-11-02,0.0,
c_0002157,u_001005,monthly_pro,stripe,trial_cancel,2025-11-09,0.0,t_0002157
t_0002158,u_001006,monthly_pro,stripe,trial_start,2024-02-26,0.0,
c_0002158,u_001006,monthly_pro,stripe,trial_cancel,2024-03-04,0.0,t_0002158
t_0002159,u_001007,monthly_pro,play_store,trial_start,2025-07-29,0.0,
p_0002160,u_001007,monthly_pro,play_store,trial_convert,2025-08-05,19.99,t_0002159
p_0002161,u_001007,monthly_pro,play_store,renewal,2025-09-04,19.99,
p_0002162,u_001007,monthly_pro,play_store,renewal,2025-10-04,19.99,
p_0002163,u_001007,monthly_pro,play_store,renewal,2025-11-03,19.99,
p_0002164,u_001007,monthly_pro,play_store,renewal,2025-12-03,19.99,
t_0002165,u_001008,monthly_pro,play_store,trial_start,2025-04-09,0.0,
p_0002166,u_001008,monthly_pro,play_store,trial_convert,2025-04-16,19.99,t_0002165
p_0002167,u_001008,monthly_pro,play_store,renewal,2025-05-16,19.99,
p_0002168,u_001008,monthly_pro,play_store,renewal,2025-06-15,19.99,
p_0002169,u_001008,monthly_pro,play_store,renewal,2025-07-15,19.99,
p_0002170,u_001008,monthly_pro,play_store,renewal,2025-08-14,19.99,
p_0002171,u_001008,monthly_pro,play_store,renewal,2025-09-13,19.99,
p_0002172,u_001008,monthly_pro,play_store,renewal,2025-10-13,19.99,
p_0002173,u_001008,monthly_pro,play_store,renewal,2025-11-12,19.99,
p_0002174,u_001008,monthly_pro,play_store,renewal,2025-12-12,19.99,
t_0002175,u_001009,monthly_pro,stripe,trial_start,2024-01-05,0.0,
c_0002175,u_001009,monthly_pro,stripe,trial_cancel,2024-01-12,0.0,t_0002175
t_0002176,u_001010,annual_basic,play_store,trial_start,2025-07-14,0.0,
p_0002177,u_001010,annual_basic,play_store,trial_convert,2025-07-21,89.99,t_0002176
t_0002178,u_001011,annual_pro,stripe,trial_start,2024-06-17,0.0,
c_0002178,u_001011,annual_pro,stripe,trial_cancel,2024-06-24,0.0,t_0002178
t_0002179,u_001012,monthly_basic,app_store,trial_start,2024-04-20,0.0,
p_0002180,u_001012,monthly_basic,app_store,trial_convert,2024-04-27,9.99,t_0002179
p_0002181,u_001012,monthly_basic,app_store,renewal,2024-05-27,9.99,
r_0002181,u_001012,monthly_basic,app_store,refund,2024-06-01,-9.99,p_0002181
t_0002182,u_001013,monthly_pro,stripe,trial_start,2025-02-07,0.0,
c_0002182,u_001013,monthly_pro,stripe,trial_cancel,2025-02-14,0.0,t_0002182
t_0002183,u_001014,annual_basic,app_store,trial_start,2024-12-13,0.0,
c_0002183,u_001014,annual_basic,app_store,trial_cancel,2024-12-20,0.0,t_0002183
t_0002184,u_001015,annual_basic,play_store,trial_start,2024-05-06,0.0,
p_0002185,u_001015,annual_basic,play_store,trial_convert,2024-05-13,89.99,t_0002184
p_0002186,u_001015,annual_basic,play_store,renewal,2025-05-13,89.99,
t_0002187,u_001016,annual_basic,play_store,trial_start,2025-06-01,0.0,
c_0002187,u_001016,annual_basic,play_store,trial_cancel,2025-06-08,0.0,t_0002187
t_0002188,u_001017,annual_basic,app_store,trial_start,2024-02-19,0.0,
p_0002189,u_001017,annual_basic,app_store,trial_convert,2024-02-26,89.99,t_0002188
p_0002190,u_001017,annual_basic,app_store,renewal,2025-02-25,89.99,
ch_0002190,u_001017,annual_basic,app_store,churn,2026-02-24,0.0,p_0002190
t_0002191,u_001018,monthly_basic,play_store,trial_start,2025-05-11,0.0,
p_0002192,u_001018,monthly_basic,play_store,trial_convert,2025-05-18,9.99,t_0002191
p_0002193,u_001018,monthly_basic,play_store,renewal,2025-06-17,9.99,
p_0002194,u_001018,monthly_basic,play_store,renewal,2025-07-17,9.99,
p_0002195,u_001018,monthly_basic,play_store,renewal,2025-08-16,9.99,
p_0002196,u_001018,monthly_basic,play_store,renewal,2025-09-15,9.99,
p_0002197,u_001018,monthly_basic,play_store,renewal,2025-10-15,9.99,
p_0002198,u_001018,monthly_basic,play_store,renewal,2025-11-14,9.99,
p_0002199,u_001018,monthly_basic,play_store,renewal,2025-12-14,9.99,
ch_0002199,u_001018,monthly_basic,play_store,churn,2026-01-12,0.0,p_0002199
t_0002200,u_001019,monthly_pro,play_store,trial_start,2025-12-10,0.0,
c_0002200,u_001019,monthly_pro,play_store,trial_cancel,2025-12-10,0.0,t_0002200
t_0002201,u_001020,annual_pro,play_store,trial_start,2024-04-16,0.0,
c_0002201,u_001020,annual_pro,play_store,trial_cancel,2024-04-23,0.0,t_0002201
t_0002202,u_001021,annual_pro,app_store,trial_start,2025-06-02,0.0,
c_0002202,u_001021,annual_pro,app_store,trial_cancel,2025-06-09,0.0,t_0002202
t_0002203,u_001022,monthly_basic,app_store,trial_start,2025-12-12,0.0,
c_0002203,u_001022,monthly_basic,app_store,trial_cancel,2025-12-19,0.0,t_0002203
t_0002204,u_001023,annual_pro,app_store,trial_start,2024-10-29,0.0,
c_0002204,u_001023,annual_pro,app_store,trial_cancel,2024-11-05,0.0,t_0002204
t_0002205,u_001024,annual_basic,play_store,trial_start,2025-09-10,0.0,
c_0002205,u_001024,annual_basic,play_store,trial_cancel,2025-09-10,0.0,t_0002205
t_0002206,u_001025,annual_pro,play_store,trial_start,2025-07-16,0.0,
c_0002206,u_001025,annual_pro,play_store,trial_cancel,2025-07-23,0.0,t_0002206
t_0002207,u_001026,monthly_pro,app_store,trial_start,2025-10-10,0.0,
c_0002207,u_001026,monthly_pro,app_store,trial_cancel,2025-10-17,0.0,t_0002207
t_0002208,u_001027,monthly_pro,play_store,trial_start,2025-12-05,0.0,
p_0002209,u_001027,monthly_pro,play_store,trial_convert,2025-12-12,19.99,t_0002208
t_0002210,u_001028,monthly_basic,play_store,trial_start,2025-06-01,0.0,
p_0002211,u_001028,monthly_basic,play_store,trial_convert,2025-06-08,9.99,t_0002210
r_0002211,u_001028,monthly_basic,play_store,refund,2025-06-25,-9.99,p_0002211
t_0002212,u_001029,monthly_basic,play_store,trial_start,2024-12-28,0.0,
c_0002212,u_001029,monthly_basic,play_store,trial_cancel,2024-12-28,0.0,t_0002212
t_0002213,u_001030,monthly_basic,stripe,trial_start,2025-11-23,0.0,
c_0002213,u_001030,monthly_basic,stripe,trial_cancel,2025-11-30,0.0,t_0002213
t_0002214,u_001031,annual_pro,play_store,trial_start,2025-03-09,0.0,
p_0002215,u_001031,annual_pro,play_store,trial_convert,2025-03-16,179.99,t_0002214
t_0002216,u_001032,monthly_basic,play_store,trial_start,2025-01-26,0.0,
p_0002217,u_001032,monthly_basic,play_store,trial_convert,2025-02-02,9.99,t_0002216
p_0002218,u_001032,monthly_basic,play_store,renewal,2025-03-04,9.99,
p_0002219,u_001032,monthly_basic,play_store,renewal,2025-04-03,9.99,
p_0002220,u_001032,monthly_basic,play_store,renewal,2025-05-03,9.99,
p_0002221,u_001032,monthly_basic,play_store,renewal,2025-06-02,9.99,
p_0002222,u_001032,monthly_basic,play_store,renewal,2025-07-02,9.99,
r_0002222,u_001032,monthly_basic,play_store,refund,2025-07-20,-9.99,p_0002222
t_0002223,u_001033,monthly_basic,app_store,trial_start,2024-09-30,0.0,
c_0002223,u_001033,monthly_basic,app_store,trial_cancel,2024-10-07,0.0,t_0002223
t_0002224,u_001034,monthly_basic,stripe,trial_start,2025-12-02,0.0,
p_0002225,u_001034,monthly_basic,stripe,trial_convert,2025-12-09,9.99,t_0002224
t_0002226,u_001035,monthly_pro,app_store,trial_start,2024-07-29,0.0,
c_0002226,u_001035,monthly_pro,app_store,trial_cancel,2024-08-05,0.0,t_0002226
t_0002227,u_001036,monthly_pro,play_store,trial_start,2024-04-14,0.0,
c_0002227,u_001036,monthly_pro,play_store,trial_cancel,2024-04-14,0.0,t_0002227
t_0002228,u_001037,monthly_pro,play_store,trial_start,2024-08-19,0.0,
c_0002228,u_001037,monthly_pro,play_store,trial_cancel,2024-08-26,0.0,t_0002228
t_0002229,u_001038,annual_pro,play_store,trial_start,2025-06-08,0.0,
c_0002229,u_001038,annual_pro,play_store,trial_cancel,2025-06-15,0.0,t_0002229
t_0002230,u_001039,annual_basic,stripe,trial_start,2025-12-12,0.0,
c_0002230,u_001039,annual_basic,stripe,trial_cancel,2025-12-19,0.0,t_0002230
t_0002231,u_001040,annual_basic,stripe,trial_start,2025-03-04,0.0,
c_0002231,u_001040,annual_basic,stripe,trial_cancel,2025-03-11,0.0,t_0002231
t_0002232,u_001041,annual_basic,play_store,trial_start,2025-07-20,0.0,
p_0002233,u_001041,annual_basic,play_store,trial_convert,2025-07-27,89.99,t_0002232
t_0002234,u_001042,annual_basic,stripe,trial_start,2025-09-29,0.0,
p_0002235,u_001042,annual_basic,stripe,trial_convert,2025-10-06,89.99,t_0002234
t_0002236,u_001043,monthly_pro,play_store,trial_start,2024-08-19,0.0,
c_0002236,u_001043,monthly_pro,play_store,trial_cancel,2024-08-26,0.0,t_0002236
t_0002237,u_001044,annual_basic,play_store,trial_start,2025-08-25,0.0,
c_0002237,u_001044,annual_basic,play_store,trial_cancel,2025-09-01,0.0,t_0002237
t_0002238,u_001045,monthly_pro,stripe,trial_start,2024-10-29,0.0,
c_0002238,u_001045,monthly_pro,stripe,trial_cancel,2024-11-05,0.0,t_0002238
t_0002239,u_001046,monthly_pro,play_store,trial_start,2024-07-11,0.0,
c_0002239,u_001046,monthly_pro,play_store,trial_cancel,2024-07-18,0.0,t_0002239
t_0002240,u_001047,annual_pro,app_store,trial_start,2025-01-23,0.0,
c_0002240,u_001047,annual_pro,app_store,trial_cancel,2025-01-30,0.0,t_0002240
t_0002241,u_001048,annual_pro,stripe,trial_start,2024-05-14,0.0,
c_0002241,u_001048,annual_pro,stripe,trial_cancel,2024-05-21,0.0,t_0002241
t_0002242,u_001049,annual_pro,stripe,trial_start,2024-12-04,0.0,
p_0002243,u_001049,annual_pro,stripe,trial_convert,2024-12-11,179.99,t_0002242
p_0002244,u_001049,annual_pro,stripe,renewal,2025-12-11,179.99,
t_0002245,u_001050,annual_basic,play_store,trial_start,2024-06-08,0.0,
c_0002245,u_001050,annual_basic,play_store,trial_cancel,2024-06-15,0.0,t_0002245
t_0002246,u_001051,monthly_basic,play_store,trial_start,2025-11-09,0.0,
c_0002246,u_001051,monthly_basic,play_store,trial_cancel,2025-11-16,0.0,t_0002246
t_0002247,u_001052,monthly_basic,play_store,trial_start,2025-01-01,0.0,
c_0002247,u_001052,monthly_basic,play_store,trial_cancel,2025-01-08,0.0,t_0002247
t_0002248,u_001053,annual_pro,play_store,trial_start,2024-08-13,0.0,
p_0002249,u_001053,annual_pro,play_store,trial_convert,2024-08-20,179.99,t_0002248
p_0002250,u_001053,annual_pro,play_store,renewal,2025-08-20,179.99,
t_0002251,u_001054,monthly_pro,play_store,trial_start,2024-06-13,0.0,
p_0002252,u_001054,monthly_pro,play_store,trial_convert,2024-06-20,19.99,t_0002251
p_0002253,u_001054,monthly_pro,play_store,renewal,2024-07-20,19.99,
p_0002254,u_001054,monthly_pro,play_store,renewal,2024-08-19,19.99,
p_0002255,u_001054,monthly_pro,play_store,renewal,2024-09-18,19.99,
p_0002256,u_001054,monthly_pro,play_store,renewal,2024-10-18,19.99,
p_0002257,u_001054,monthly_pro,play_store,renewal,2024-11-17,19.99,
p_0002258,u_001054,monthly_pro,play_store,renewal,2024-12-17,19.99,
p_0002259,u_001054,monthly_pro,play_store,renewal,2025-01-16,19.99,
p_0002260,u_001054,monthly_pro,play_store,renewal,2025-02-15,19.99,
p_0002261,u_001054,monthly_pro,play_store,renewal,2025-03-17,19.99,
p_0002262,u_001054,monthly_pro,play_store,renewal,2025-04-16,19.99,
p_0002263,u_001054,monthly_pro,play_store,renewal,2025-05-16,19.99,
p_0002264,u_001054,monthly_pro,play_store,renewal,2025-06-15,19.99,
p_0002265,u_001054,monthly_pro,play_store,renewal,2025-07-15,19.99,
ch_0002265,u_001054,monthly_pro,play_store,churn,2025-08-13,0.0,p_0002265
t_0002266,u_001055,annual_basic,app_store,trial_start,2024-12-24,0.0,
p_0002267,u_001055,annual_basic,app_store,trial_convert,2024-12-31,89.99,t_0002266
p_0002268,u_001055,annual_basic,app_store,renewal,2025-12-31,89.99,
t_0002269,u_001056,monthly_pro,app_store,trial_start,2024-12-05,0.0,
c_0002269,u_001056,monthly_pro,app_store,trial_cancel,2024-12-12,0.0,t_0002269
t_0002270,u_001057,annual_pro,play_store,trial_start,2025-06-29,0.0,
c_0002270,u_001057,annual_pro,play_store,trial_cancel,2025-07-06,0.0,t_0002270
t_0002271,u_001058,annual_basic,app_store,trial_start,2024-04-28,0.0,
p_0002272,u_001058,annual_basic,app_store,trial_convert,2024-05-05,89.99,t_0002271
p_0002273,u_001058,annual_basic,app_store,renewal,2025-05-05,89.99,
t_0002274,u_001059,annual_pro,app_store,trial_start,2025-09-28,0.0,
c_0002274,u_001059,annual_pro,app_store,trial_cancel,2025-09-28,0.0,t_0002274
t_0002275,u_001060,annual_pro,stripe,trial_start,2025-01-25,0.0,
c_0002275,u_001060,annual_pro,stripe,trial_cancel,2025-02-01,0.0,t_0002275
t_0002276,u_001061,monthly_basic,app_store,trial_start,2024-09-20,0.0,
p_0002277,u_001061,monthly_basic,app_store,trial_convert,2024-09-27,9.99,t_0002276
p_0002278,u_001061,monthly_basic,app_store,renewal,2024-10-27,9.99,
p_0002279,u_001061,monthly_basic,app_store,renewal,2024-11-26,9.99,
p_0002280,u_001061,monthly_basic,app_store,renewal,2024-12-26,9.99,
p_0002281,u_001061,monthly_basic,app_store,renewal,2025-01-25,9.99,
p_0002282,u_001061,monthly_basic,app_store,renewal,2025-02-24,9.99,
ch_0002282,u_001061,monthly_basic,app_store,churn,2025-03-25,0.0,p_0002282
t_0002283,u_001062,annual_basic,play_store,trial_start,2025-01-18,0.0,
c_0002283,u_001062,annual_basic,play_store,trial_cancel,2025-01-18,0.0,t_0002283
t_0002284,u_001063,monthly_pro,play_store,trial_start,2024-02-16,0.0,
c_0002284,u_001063,monthly_pro,play_store,trial_cancel,2024-02-23,0.0,t_0002284
t_0002285,u_001064,monthly_pro,app_store,trial_start,2025-06-11,0.0,
c_0002285,u_001064,monthly_pro,app_store,trial_cancel,2025-06-18,0.0,t_0002285
t_0002286,u_001065,annual_basic,app_store,trial_start,2025-07-02,0.0,
c_0002286,u_001065,annual_basic,app_store,trial_cancel,2025-07-09,0.0,t_0002286
t_0002287,u_001066,annual_basic,app_store,trial_start,2025-12-04,0.0,
c_0002287,u_001066,annual_basic,app_store,trial_cancel,2025-12-11,0.0,t_0002287
t_0002288,u_001067,monthly_pro,stripe,trial_start,2025-03-22,0.0,
p_0002289,u_001067,monthly_pro,stripe,trial_convert,2025-03-29,19.99,t_0002288
p_0002290,u_001067,monthly_pro,stripe,renewal,2025-04-28,19.99,
p_0002291,u_001067,monthly_pro,stripe,renewal,2025-05-28,19.99,
p_0002292,u_001067,monthly_pro,stripe,renewal,2025-06-27,19.99,
p_0002293,u_001067,monthly_pro,stripe,renewal,2025-07-27,19.99,
p_0002294,u_001067,monthly_pro,stripe,renewal,2025-08-26,19.99,
p_0002295,u_001067,monthly_pro,stripe,renewal,2025-09-25,19.99,
p_0002296,u_001067,monthly_pro,stripe,renewal,2025-10-25,19.99,
p_0002297,u_001067,monthly_pro,stripe,renewal,2025-11-24,19.99,
p_0002298,u_001067,monthly_pro,stripe,renewal,2025-12-24,19.99,
ch_0002298,u_001067,monthly_pro,stripe,churn,2026-01-22,0.0,p_0002298
t_0002299,u_001068,monthly_pro,app_store,trial_start,2024-01-26,0.0,
p_0002300,u_001068,monthly_pro,app_store,trial_convert,2024-02-02,19.99,t_0002299
p_0002301,u_001068,monthly_pro,app_store,renewal,2024-03-03,19.99,
p_0002302,u_001068,monthly_pro,app_store,renewal,2024-04-02,19.99,
ch_0002302,u_001068,monthly_pro,app_store,churn,2024-05-01,0.0,p_0002302
t_0002303,u_001069,annual_pro,play_store,trial_start,2024-03-18,0.0,
p_0002304,u_001069,annual_pro,play_store,trial_convert,2024-03-25,179.99,t_0002303
p_0002305,u_001069,annual_pro,play_store,renewal,2025-03-25,179.99,
